,0
MRR@10,0.24126170634920635
Recall@10,0.46854166666666663
QueriesWithNoRelevant@10,1047.0
QueriesWithRelevant@10,953.0
AverageRankGoldLabel@10,3.4753410283315844
MedianRankGoldLabel@10,3.0
MRR@20,0.24694474297202626
Recall@20,0.5518333333333333
QueriesWithNoRelevant@20,883.0
QueriesWithRelevant@20,1117.0
AverageRankGoldLabel@20,5.167412712623098
MedianRankGoldLabel@20,3.0
MRR@1000,0.24871248391527273
Recall@1000,0.6002916666666668
QueriesWithNoRelevant@1000,788.0
QueriesWithRelevant@1000,1212.0
AverageRankGoldLabel@1000,6.938943894389439
MedianRankGoldLabel@1000,4.0
nDCG@3,0.22641593106843905
nDCG@5,0.2588840673883266
nDCG@10,0.29303400615927605
nDCG@20,0.31432828150216174
nDCG@1000,0.324521644796975
QueriesRanked,2000.0
MAP@1000,0.24450400936615047
