,0
MRR@10,0.20419265873015874
Recall@10,0.42533333333333334
QueriesWithNoRelevant@10,1139.0
QueriesWithRelevant@10,861.0
AverageRankGoldLabel@10,3.6689895470383274
MedianRankGoldLabel@10,3.0
MRR@20,0.2111435616391692
Recall@20,0.52375
QueriesWithNoRelevant@20,940.0
QueriesWithRelevant@20,1060.0
AverageRankGoldLabel@20,5.774528301886792
MedianRankGoldLabel@20,4.0
MRR@1000,0.21392463268850617
Recall@1000,0.6002916666666668
QueriesWithNoRelevant@1000,788.0
QueriesWithRelevant@1000,1212.0
AverageRankGoldLabel@1000,8.608085808580858
MedianRankGoldLabel@1000,5.0
nDCG@3,0.19251180935162743
nDCG@5,0.2226094526000043
nDCG@10,0.25510300371558253
nDCG@20,0.280359671586838
nDCG@1000,0.2964323864322612
QueriesRanked,2000.0
MAP@1000,0.21092342426712202
